"zpid","city","zipcode","latitude","longitude","propertyTaxRate","garageSpaces","hasAssociation","hasCooling","hasGarage","hasHeating","hasSpa","hasView","homeType","parkingSpaces","yearBuilt","latestPrice","numPriceChanges","latest_saledate","latest_salemonth","latest_saleyear","numOfAppliances","numOfParkingFeatures","numOfPatioAndPorchFeatures","numOfSecurityFeatures","numOfWaterfrontFeatures","lotSizeSqFt","livingAreaSqFt","numOfPrimarySchools","numOfElementarySchools","numOfMiddleSchools","numOfHighSchools","avgSchoolDistance","avgSchoolRating","avgSchoolSize","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms","numOfStories"
29364426,"austin",78759,30.4021759033203,-97.7688064575195,1.98,2,"False","True","True","True","False","False","Single Family",2,1995,675000,1,"2019-05-15",5,2019,3,2,0,0,0,9104,3367,1,0,1,1,2.33333333333333,7,1523,17,4,5,2
29356149,"austin",78730,30.3761138916016,-97.8246002197266,1.98,0,"True","True","False","True","False","False","Single Family",0,1993,775000,3,"2018-07-07",7,2018,5,1,0,0,0,50965.2,3400,1,0,1,1,1.4,7,1381,16,3,3,2
29362426,"austin",78759,30.3844451904297,-97.7639389038086,1.98,0,"False","True","False","True","False","True","Single Family",0,1994,605000,5,"2018-11-08",11,2018,4,1,0,0,0,24829.2,2261,1,0,1,1,1.26666666666667,7,1523,17,4,4,2
29364146,"austin",78750,30.395055770874,-97.7996368408203,1.98,3,"True","True","True","True","True","False","Single Family",3,1995,775000,6,"2019-11-08",11,2019,1,2,2,0,0,10410,3604,1,0,1,1,3.36666666666667,7,1523,17,4,5,2
29364488,"austin",78759,30.4034252166748,-97.7624664306641,1.98,2,"True","True","True","True","False","False","Single Family",2,1984,540000,3,"2019-03-05",3,2019,3,2,0,0,0,9583,2278,1,0,1,1,2.26666666666667,7,1523,17,2,3,2
29361141,"austin",78750,30.3785362243652,-97.7953872680664,1.98,2,"True","True","True","True","True","False","Single Family",2,1988,705000,3,"2020-06-04",6,2020,3,2,1,2,0,52707.6,2374,1,0,1,1,2.76666666666667,7,1523,17,3,4,2
29363915,"austin",78759,30.3937225341797,-97.7663345336914,1.98,6,"False","True","True","True","True","False","Single Family",6,2001,1500000,1,"2020-12-28",12,2020,3,4,2,1,0,60112.8,5276,1,0,1,1,1.8,7,1523,17,4,4,2
29359140,"austin",78730,30.3734741210938,-97.8424301147461,1.98,2,"True","True","True","True","False","True","Single Family",2,1997,369900,6,"2020-10-09",10,2020,5,2,2,1,0,6534,2513,1,0,1,1,1.53333333333333,7,1381,16,3,3,1
29364412,"austin",78759,30.4002380371094,-97.767822265625,1.98,2,"True","True","True","True","False","True","Single Family",2,1994,536000,3,"2018-11-03",11,2018,3,2,0,0,0,14810.4,2379,1,0,1,1,2.2,7,1523,17,3,3,2
64707408,"austin",78759,30.4053802490234,-97.777717590332,1.98,2,"True","True","True","True","True","True","Single Family",2,2003,1013000,2,"2018-07-23",7,2018,3,2,0,0,0,13939.2,4674,1,0,1,1,1.83333333333333,9,1616,16,5,5,2
29359126,"austin",78730,30.3760643005371,-97.8450698852539,1.98,0,"True","True","False","True","False","True","Single Family",0,1995,510000,6,"2019-11-19",11,2019,0,1,3,0,0,6098,2546,1,0,1,1,1.4,7,1381,16,3,4,2
58299903,"austin",78759,30.3825988769531,-97.7596282958984,1.98,2,"False","True","True","True","False","False","Single Family",2,1973,679000,1,"2020-06-17",6,2020,3,2,3,0,0,10585,2854,1,0,1,1,1.06666666666667,7,1523,17,3,3,2
29359120,"austin",78730,30.3754806518555,-97.8445587158203,1.98,0,"True","True","False","True","False","True","Single Family",0,1997,665000,1,"2019-05-02",5,2019,4,1,0,1,0,9452,3164,1,0,1,1,1.43333333333333,7,1381,16,4,4,2
29364403,"austin",78759,30.4027061462402,-97.7608947753906,1.98,0,"True","True","False","True","False","False","Single Family",0,1992,649900,4,"2018-08-16",8,2018,3,1,0,0,0,11325.6,2361,1,0,1,1,2.16666666666667,7,1523,17,3,3,2
29359119,"austin",78730,30.3755950927734,-97.8443374633789,1.98,0,"True","True","False","True","False","False","Single Family",0,1996,550000,3,"2018-06-05",6,2018,3,1,0,0,0,9570,2862,1,0,1,1,1.43333333333333,7,1381,16,3,3,2
29363900,"austin",78759,30.3956184387207,-97.7667770385742,1.98,0,"False","True","False","True","False","False","Single Family",0,1994,775000,1,"2019-04-29",4,2019,3,1,0,0,0,35283.6,3368,1,0,1,1,1.9,7,1523,17,3,4,2
29359116,"austin",78730,30.3760795593262,-97.8440628051758,1.98,2,"True","True","True","True","False","True","Single Family",2,1998,575000,1,"2019-06-12",6,2019,7,2,0,0,0,8319,3500,1,0,1,1,1.4,7,1381,16,3,4,2
58299886,"austin",78759,30.3852634429932,-97.755729675293,1.98,5,"False","True","True","True","False","True","Single Family",5,1976,525000,6,"2019-05-10",5,2019,3,3,0,1,0,14374.8,2797,1,0,1,1,1.06666666666667,7,1523,17,3,4,2
29361113,"austin",78750,30.3788948059082,-97.7986831665039,1.98,0,"False","True","False","True","False","False","Single Family",0,1990,524900,3,"2018-07-18",7,2018,4,1,0,0,0,10323,2196,1,0,1,1,2.96666666666667,7,1523,17,2,4,1
29364385,"austin",78759,30.40207862854,-97.7602767944336,1.98,0,"False","True","False","True","False","True","Single Family",0,1999,899900,1,"2020-04-01",4,2020,5,1,1,2,0,13503.6,3670,1,0,1,1,2.16666666666667,7,1523,17,4,4,2
29361110,"austin",78750,30.3786163330078,-97.8009643554688,1.98,2,"True","True","True","True","False","True","Single Family",2,1997,775000,3,"2020-07-22",7,2020,3,2,3,2,0,72309.6,3252,1,0,1,1,3.13333333333333,7,1523,17,3,4,2
58299884,"austin",78759,30.3857154846191,-97.7560043334961,1.98,2,"False","True","True","True","False","True","Single Family",2,1972,5e+05,2,"2019-05-10",5,2019,5,2,0,0,0,9147,2112,1,0,1,1,1.1,7,1523,17,2,4,1
29363471,"austin",78750,30.3929176330566,-97.8006210327148,1.98,0,"True","True","False","True","False","False","Single Family",0,1995,574900,2,"2018-02-21",2,2018,3,1,0,0,0,10890,2428,1,0,1,1,3.36666666666667,7,1523,17,3,4,1
29364382,"austin",78759,30.4038696289062,-97.7612075805664,1.98,0,"True","True","False","True","False","False","Single Family",0,1999,899900,5,"2019-12-23",12,2019,0,1,0,0,0,18295.2,3202,1,0,1,1,2.26666666666667,7,1523,17,4,3,1
29361103,"austin",78750,30.3800888061523,-97.8006210327148,1.98,0,"True","True","False","True","False","True","Single Family",0,1988,829000,1,"2019-12-07",12,2019,5,1,0,0,0,102366,3429,1,0,1,1,3.13333333333333,7,1523,17,4,4,2
29363963,"austin",78759,30.397611618042,-97.7660446166992,1.98,0,"True","True","False","True","False","True","Single Family",0,1997,749000,2,"2019-06-28",6,2019,3,2,0,2,0,20037.6,3060,1,0,1,1,2.03333333333333,7,1523,17,3,4,1
58299379,"austin",78759,30.3796424865723,-97.7570724487305,1.98,0,"False","True","False","True","False","False","Single Family",0,1993,499000,4,"2020-12-10",12,2020,0,1,0,0,0,9191,2687,1,0,1,1,0.833333333333333,7,1523,17,2.5,4,2
124844101,"austin",78726,30.4024658203125,-97.8437576293945,1.98,0,"True","True","False","True","False","True","Single Family",0,2015,529000,5,"2019-11-26",11,2019,3,1,0,2,0,8363,2154,1,0,1,1,0.966666666666667,7,1381,16,2,4,1
58299378,"austin",78759,30.3794116973877,-97.7571640014648,1.98,2,"False","True","True","True","False","False","Single Family",2,1980,649800,6,"2020-08-10",8,2020,4,2,2,0,0,10105,2381,1,0,1,1,0.833333333333333,7,1523,17,2,3,1
58299377,"austin",78759,30.3792514801025,-97.7572708129883,1.98,0,"False","True","False","True","False","False","Single Family",0,1980,520000,2,"2019-08-01",8,2019,2,1,1,0,0,12196.8,1907,1,0,1,1,0.833333333333333,7,1523,17,2,3,1
29347600,"austin",78730,30.3538722991943,-97.8411102294922,1.98,0,"False","True","False","True","False","False","Single Family",0,1998,799000,3,"2020-04-06",4,2020,0,2,0,0,0,69260.4,3250,1,0,1,1,2.63333333333333,7,1381,16,3,4,2
58299371,"austin",78759,30.3807392120361,-97.7607040405273,1.98,0,"False","True","False","True","False","False","Single Family",0,1974,799900,3,"2018-03-26",3,2018,2,1,0,0,0,11325.6,2400,1,0,1,1,1,7,1523,17,3,4,1
58299362,"austin",78759,30.3821697235107,-97.756233215332,1.98,0,"False","True","False","True","False","False","Single Family",0,1979,850000,3,"2018-05-22",5,2018,4,1,0,0,0,11761.2,3515,1,0,1,1,0.933333333333333,7,1523,17,4,4,2
29347593,"austin",78730,30.3544273376465,-97.8402252197266,1.98,0,"False","True","False","True","True","False","Single Family",0,1984,750000,1,"2018-01-31",1,2018,3,1,0,0,0,86684.4,3055,1,0,1,1,2.6,7,1381,16,3,5,1
29363830,"austin",78759,30.3949584960938,-97.7622756958008,1.98,2,"False","True","True","True","False","False","Single Family",2,1984,475000,2,"2020-03-13",3,2020,5,2,0,0,0,35719.2,2495,1,0,1,1,1.76666666666667,7,1523,17,3,3,2
29356084,"austin",78730,30.3763103485107,-97.8185501098633,1.98,2,"True","True","True","True","True","False","Single Family",2,1986,799900,2,"2019-06-03",6,2019,3,2,0,0,0,43995.6,3697,1,0,1,1,5.46666666666667,7,1177,16,3,4,2
29361072,"austin",78750,30.37770652771,-97.787841796875,1.98,3,"True","True","True","True","False","False","Single Family",3,1992,625000,2,"2020-10-09",10,2020,5,2,0,0,0,11761.2,2825,1,0,1,1,2.33333333333333,7,1523,17,3,4,2
58299817,"austin",78759,30.3856010437012,-97.755241394043,1.98,0,"False","True","False","True","False","False","Single Family",0,1972,625000,2,"2019-05-29",5,2019,4,1,0,0,0,10454,1788,1,0,1,1,1.1,7,1523,17,2,3,1
29365306,"austin",78759,30.4048404693604,-97.7716293334961,1.98,2,"False","True","True","True","False","False","Single Family",2,2003,879000,3,"2020-09-21",9,2020,6,2,3,3,0,14810.4,3359,0,0,0,0,1.83829565864985,5.77869409033186,1237,15,4,4,2
58299795,"austin",78759,30.3828620910644,-97.7615356445312,1.98,2,"False","True","True","True","False","True","Single Family",2,1976,725000,9,"2019-09-03",9,2019,4,2,0,0,0,10410,2321,1,0,1,1,1.13333333333333,7,1523,17,3,4,2
29361066,"austin",78750,30.3804397583008,-97.7863540649414,1.98,2,"True","True","True","True","False","False","Single Family",2,1997,450000,6,"2018-06-29",6,2018,2,2,0,0,0,11325.6,2496,1,0,1,1,2.3,7,1523,17,3,4,2
29363795,"austin",78759,30.3976993560791,-97.7613372802734,1.98,2,"True","True","True","True","False","True","Single Family",2,1981,750000,1,"2019-03-07",3,2019,5,2,0,0,0,25700.4,3057,1,0,1,1,1.9,7,1523,17,3,4,2
29356066,"austin",78730,30.3788299560547,-97.8147811889648,1.98,2,"True","True","True","True","False","True","Single Family",2,1993,899000,1,"2018-06-01",6,2018,3,2,0,0,0,93218.4,3396,1,0,1,1,5.36666666666667,7,1177,16,4,4,1
58299788,"austin",78759,30.3835582733154,-97.7605438232422,1.98,2,"False","True","True","True","False","True","Single Family",2,1977,699000,2,"2020-06-12",6,2020,2,2,1,1,0,10628,2489,1,0,1,1,1.13333333333333,7,1523,17,3,4,2
29356063,"austin",78730,30.3776531219482,-97.8163986206055,1.98,3,"True","True","True","True","False","True","Single Family",3,1991,1200000,1,"2020-12-18",12,2020,2,2,1,2,0,43560,4065,1,0,1,1,5.43333333333333,7,1177,16,5,5,1
29365285,"austin",78759,30.4053688049316,-97.7711791992188,1.98,0,"True","True","False","True","False","True","Single Family",0,1990,965000,2,"2019-08-01",8,2019,3,1,2,2,0,59241.6,4083,1,0,1,1,2.06666666666667,8.33333333333333,1638,16,5,4,2
29361057,"austin",78750,30.3800144195557,-97.7859573364258,1.98,2,"True","True","True","True","False","True","Single Family",2,1998,750000,6,"2020-10-15",10,2020,2,2,3,2,0,11325.6,2665,1,0,1,1,2.23333333333333,7,1523,17,3,4,1
58299778,"austin",78759,30.3851833343506,-97.7601928710938,1.98,2,"False","True","True","True","False","True","Single Family",2,1977,649900,2,"2019-06-17",6,2019,3,2,3,5,0,11761.2,2147,1,0,1,1,1.16666666666667,7,1523,17,3,3,2
29365271,"austin",78759,30.4061698913574,-97.7716522216797,1.98,3,"False","True","True","True","True","False","Single Family",3,1987,575000,1,"2019-06-18",6,2019,8,2,1,1,0,23958,2629,1,0,1,1,2.03333333333333,8.33333333333333,1638,16,3,3,1
29356055,"austin",78730,30.3775215148926,-97.8111267089844,1.98,2,"True","True","True","True","False","True","Single Family",2,1984,8e+05,4,"2020-10-08",10,2020,2,2,0,0,0,140263.2,2437,1,0,1,1,5.13333333333333,7,1177,16,3,3,1
58299769,"austin",78759,30.3834972381592,-97.7591018676758,1.98,2,"False","True","True","True","False","False","Single Family",2,1976,725000,3,"2019-06-14",6,2019,7,2,0,0,0,11325.6,2294,1,0,1,1,1.06666666666667,7,1523,17,2,3,2
29347555,"austin",78730,30.3567085266113,-97.8435516357422,1.98,4,"True","True","True","True","True","True","Single Family",4,1984,749777,19,"2019-06-10",6,2019,4,3,2,0,0,106722,2487,1,0,1,1,2.5,7,1381,16,3,3,1
29363261,"austin",78759,30.393928527832,-97.7785339355469,1.98,0,"False","True","False","True","False","False","Single Family",0,1979,542000,1,"2019-06-17",6,2019,5,1,0,0,0,20473.2,2454,1,0,1,1,2.3,7,1523,17,3,4,1
29358952,"austin",78750,30.3769378662109,-97.798942565918,1.98,0,"True","True","False","True","False","True","Single Family",0,1985,462900,5,"2020-02-12",2,2020,0,1,2,0,0,10280,2391,1,0,1,1,2.93333333333333,7,1523,17,2,4,1
29361054,"austin",78750,30.3784332275391,-97.7886734008789,1.98,0,"True","True","False","True","False","False","Single Family",0,1992,575000,1,"2019-04-05",4,2019,3,1,0,0,0,10628,2620,1,0,1,1,2.36666666666667,7,1523,17,3,4,2
29363258,"austin",78759,30.3931331634521,-97.7787551879883,1.98,2,"False","True","True","True","False","False","Single Family",2,1993,469000,4,"2018-06-02",6,2018,3,2,0,0,0,12632.4,2878,1,0,1,1,2.23333333333333,7,1523,17,3,4,2
29363253,"austin",78759,30.3928871154785,-97.7694473266602,1.98,0,"False","True","False","True","False","False","Single Family",0,1987,621000,2,"2019-08-30",8,2019,0,1,0,0,0,12196.8,2852,1,0,1,1,1.9,7,1523,17,3,3,2
29356052,"austin",78730,30.3760757446289,-97.8105010986328,1.98,0,"True","True","False","True","False","True","Single Family",0,1993,799000,1,"2019-11-19",11,2019,8,1,1,1,0,43560,3115,1,0,1,1,5.03333333333333,7,1177,16,3,3,2
64471742,"austin",78759,30.3835468292236,-97.7639465332031,1.98,2,"True","True","True","True","False","True","Single Family",2,2005,675000,2,"2018-06-16",6,2018,5,2,0,0,0,22215.6,2214,1,0,1,1,1.26666666666667,7,1523,17,2.5,3,2
29354046,"austin",78730,30.3644485473633,-97.8397674560547,1.98,0,"True","True","False","True","True","True","Single Family",0,2000,949900,1,"2018-09-13",9,2018,8,1,0,0,0,72745.2,4178,1,0,1,1,2,7,1381,16,4,4,2
29347545,"austin",78730,30.3563556671142,-97.8390502929688,1.98,0,"True","True","False","True","False","False","Single Family",0,1991,550000,1,"2020-03-03",3,2020,0,1,0,0,0,98445.6,2952,1,0,1,1,2.46666666666667,7,1381,16,3,4,2
29363723,"austin",78759,30.3981552124023,-97.7596740722656,1.98,2,"True","True","True","True","False","True","Single Family",2,1984,715000,2,"2020-05-09",5,2020,4,2,1,0,0,21344.4,2319,1,0,1,1,1.86666666666667,7,1523,17,3,3,1
29356044,"austin",78730,30.3836631774902,-97.8295059204102,1.98,4,"True","True","True","True","True","True","Single Family",4,1995,799000,6,"2019-03-18",3,2019,5,2,0,0,0,66211.2,5035,1,0,1,1,0.9,7,1381,16,6,5,2
29361043,"austin",78750,30.3787517547607,-97.7881164550781,1.98,0,"True","True","False","True","False","True","Single Family",0,1993,675000,3,"2019-06-04",6,2019,3,1,0,1,0,13068,2994,1,0,1,1,2.36666666666667,7,1523,17,3,4,2
29362542,"austin",78750,30.3877277374268,-97.8003616333008,1.98,0,"True","True","False","True","False","False","Single Family",0,1991,599000,1,"2018-03-30",3,2018,0,1,0,0,0,13503.6,2925,1,0,1,1,3.23333333333333,7,1523,17,3,4,2
29361042,"austin",78750,30.3789672851562,-97.7880096435547,1.98,2,"True","True","True","True","False","False","Single Family",2,1994,619000,2,"2019-05-13",5,2019,2,2,0,1,0,11325.6,2520,1,0,1,1,2.36666666666667,7,1523,17,3,3,2
29354040,"austin",78730,30.3630237579346,-97.8398666381836,1.98,0,"True","True","False","True","True","True","Single Family",0,1998,1300000,1,"2019-07-19",7,2019,8,1,0,0,0,55321.2,4407,1,0,1,1,2.06666666666667,7,1381,16,5,4,2
29365167,"austin",78759,30.4056549072266,-97.7688369750977,1.98,0,"False","True","False","True","False","False","Single Family",0,1981,669000,5,"2019-06-28",6,2019,5,1,0,0,0,13939.2,3992,1,0,1,1,2.1,8.33333333333333,1638,16,4,4,2
29359036,"austin",78750,30.3754768371582,-97.798828125,1.98,2,"True","True","True","True","False","False","Single Family",2,1982,575000,6,"2018-08-07",8,2018,4,2,0,0,0,13068,3667,1,0,1,1,2.93333333333333,7,1523,17,4,5,2
29363165,"austin",78759,30.3921623229981,-97.762336730957,1.98,2,"False","True","True","True","False","True","Single Family",2,1980,509900,13,"2020-04-17",4,2020,3,2,0,0,0,9408,2324,1,0,1,1,1.63333333333333,7,1523,17,3,3,2
29354034,"austin",78730,30.3641319274902,-97.8427734375,1.98,4,"True","True","True","True","False","True","Single Family",4,1999,969000,6,"2019-09-30",9,2019,3,2,3,1,0,57063.6,5294,1,0,1,1,2.06666666666667,7,1381,16,5,6,2
29363160,"austin",78759,30.3923015594482,-97.7626190185547,1.98,0,"False","True","False","True","False","False","Single Family",0,1979,375000,7,"2018-04-27",4,2018,3,1,0,0,0,9147,2066,1,0,1,1,1.63333333333333,7,1523,17,2,3,2
29361033,"austin",78750,30.3795318603516,-97.7863082885742,1.98,2,"True","True","True","True","False","False","Single Family",2,1994,599900,5,"2020-04-17",4,2020,4,2,3,1,0,10890,2454,1,0,1,1,2.3,7,1523,17,3,3,2
29363153,"austin",78759,30.3923778533936,-97.7631378173828,1.98,2,"False","True","True","True","False","False","Single Family",2,1980,554000,5,"2019-04-23",4,2019,2,2,0,0,0,9975,2429,1,0,1,1,1.63333333333333,7,1523,17,3,3,2
29364128,"austin",78759,30.3955554962158,-97.7701034545898,1.98,0,"True","True","False","True","False","True","Single Family",0,1994,699000,4,"2019-09-09",9,2019,2,1,2,0,0,61855.2,2606,1,0,1,1,2.03333333333333,7,1523,17,3,4,2
29359031,"austin",78750,30.3741722106934,-97.7988662719727,1.98,4,"True","True","True","True","False","True","Single Family",4,1982,850000,5,"2018-10-18",10,2018,3,3,0,0,0,31363.2,3049,1,0,1,1,2.9,7,1523,17,3,4,2
29363125,"austin",78759,30.3933334350586,-97.7660675048828,1.98,2,"False","True","True","True","True","True","Single Family",2,1998,579000,4,"2018-10-23",10,2018,7,4,0,0,0,28749.6,2610,1,0,1,1,1.76666666666667,7,1523,17,3,3,2
58299111,"austin",78759,30.3813591003418,-97.7613067626953,1.98,0,"False","True","False","True","False","False","Single Family",0,1976,809500,2,"2019-07-08",7,2019,3,1,2,0,0,14810.4,2392,1,0,1,1,1.03333333333333,7,1523,17,3,4,1
29364109,"austin",78759,30.3989181518555,-97.771728515625,1.98,0,"True","True","False","True","False","False","Single Family",0,1992,523000,4,"2018-08-17",8,2018,3,1,0,0,0,37897.2,2338,1,0,1,1,2.23333333333333,7,1523,17,3,3,2
29365100,"austin",78759,30.4051837921142,-97.7594985961914,1.98,2,"False","True","True","True","False","False","Single Family",2,1984,629500,2,"2019-09-12",9,2019,3,2,1,3,0,11761.2,2665,1,0,1,1,2.33333333333333,7,1523,17,3,4,2
29356267,"austin",78730,30.3803367614746,-97.8280487060547,1.98,0,"True","True","False","True","False","False","Single Family",0,1985,1100000,1,"2018-10-11",10,2018,0,2,0,0,0,43560,4377,1,0,1,1,1.1,7,1381,16,4,4,2
29364100,"austin",78759,30.3970699310303,-97.7706298828125,1.98,0,"True","True","False","True","False","False","Single Family",0,1993,580000,1,"2018-04-06",4,2018,0,1,0,0,0,19602,2588,1,0,1,1,2.13333333333333,7,1523,17,3,3,2
29361026,"austin",78750,30.3782081604004,-97.7869567871094,1.98,2,"True","True","True","True","False","False","Single Family",2,1993,750000,2,"2020-09-16",9,2020,1,2,2,0,0,10890,3063,1,0,1,1,2.26666666666667,7,1523,17,3,4,2
29359026,"austin",78750,30.3759651184082,-97.7963333129883,1.98,0,"True","True","False","True","False","False","Single Family",0,1984,650000,6,"2019-12-06",12,2019,4,1,2,2,0,10018,2935,1,0,1,1,2.8,7,1523,17,3,4,2
58299099,"austin",78759,30.382194519043,-97.7599105834961,1.98,0,"False","True","False","True","False","False","Single Family",0,1973,730000,1,"2019-07-30",7,2019,6,1,1,0,0,10497,2239,1,0,1,1,1.06666666666667,7,1523,17,3,4,1
29339675,"austin",78733,30.3099899291992,-97.9014434814453,1.98,0,"True","True","False","True","False","False","Single Family",0,1999,8e+05,2,"2019-04-24",4,2019,3,1,0,0,0,13939.2,3695,0,1,3,0,2.76666666666667,9.33333333333333,1360,14,4,5,2
29364099,"austin",78759,30.3971920013428,-97.7699890136719,1.98,2,"True","True","True","True","False","True","Single Family",2,1990,575000,2,"2020-04-24",4,2020,4,2,2,0,0,68824.8,1918,1,0,1,1,2.13333333333333,7,1523,17,2,3,1
29354129,"austin",78730,30.3673610687256,-97.8461837768555,1.98,3,"True","True","True","True","True","True","Single Family",3,2000,1545000,12,"2020-03-09",3,2020,4,3,1,2,0,43560,6769,1,0,1,1,1.93333333333333,7,1381,16,6,5,2
29362454,"austin",78759,30.3830738067627,-97.763069152832,1.98,0,"False","True","False","True","False","True","Single Family",0,1973,550000,1,"2019-05-29",5,2019,1,1,0,0,0,13068,2441,1,0,1,1,1.16666666666667,7,1523,17,2,3,1
29356022,"austin",78730,30.3782062530518,-97.8256378173828,1.98,3,"True","True","True","True","False","True","Single Family",3,1997,1200000,1,"2019-12-06",12,2019,3,2,1,2,0,52707.6,4428,1,0,1,1,1.26666666666667,7,1381,16,5,5,2
29364598,"austin",78759,30.4038677215576,-97.7844085693359,1.98,0,"False","True","False","True","False","False","Single Family",0,1980,774500,2,"2019-07-12",7,2019,3,1,0,0,0,86684.4,3519,1,0,1,1,1.86666666666667,9,1616,16,3,4,2
29356021,"austin",78730,30.3778896331787,-97.8254623413086,1.98,2,"True","True","True","True","False","False","Single Family",2,1997,725000,1,"2019-04-09",4,2019,4,2,0,0,0,46173.6,3430,1,0,1,1,1.26666666666667,7,1381,16,3.5,3,2
70352171,"austin",78733,30.3148498535156,-97.8993835449219,1.98,0,"True","True","False","True","True","True","Single Family",0,2007,998000,4,"2018-07-10",7,2018,3,1,0,0,0,13503.6,5479,0,1,3,0,2.73333333333333,9.33333333333333,1360,14,5,5,3
29364095,"austin",78759,30.3963203430176,-97.7708282470703,1.98,3,"True","True","True","True","False","True","Single Family",3,1994,490000,4,"2018-10-09",10,2018,8,4,0,0,0,11325.6,2422,1,0,1,1,2.1,7,1523,17,2,3,2
79980519,"austin",78730,30.3609981536865,-97.8408508300781,1.98,0,"True","True","False","True","True","True","Single Family",0,2006,1299000,1,"2019-10-18",10,2019,8,1,2,3,0,44866.8,3850,1,0,1,1,2.2,7,1381,16,4,5,1
120897670,"austin",78732,30.3444652557373,-97.9057388305664,1.98,2,"True","True","True","True","False","True","Single Family",2,2012,685000,1,"2020-07-02",7,2020,4,3,1,0,0,9147,4016,1,0,1,1,2.63333333333333,8.33333333333333,1533,17,5,5,2
29365094,"austin",78759,30.4062900543213,-97.7604751586914,1.98,0,"False","True","False","True","False","False","Single Family",0,1981,635000,1,"2018-05-18",5,2018,2,1,0,0,0,14374.8,2937,1,0,1,1,2.43333333333333,7,1523,17,3,3,1
29348669,"austin",78733,30.3472537994385,-97.8635559082031,1.98,0,"True","True","False","True","False","False","Single Family",0,1981,239900,2,"2020-09-01",9,2020,0,1,0,0,0,12196.8,1288,0,1,3,0,4.43333333333333,8,1373,14,2,3,1
79980518,"austin",78730,30.3600387573242,-97.8398742675781,1.98,3,"True","True","True","True","True","False","Single Family",3,2006,1415000,1,"2018-06-14",6,2018,4,2,0,0,0,56628,4546,1,0,1,1,2.26666666666667,7,1381,16,5,5,1
29356016,"austin",78730,30.3783798217773,-97.8244247436523,1.98,0,"True","True","False","True","False","True","Single Family",0,2000,1199000,6,"2019-11-01",11,2019,3,1,1,1,0,82328.4,5093,1,0,1,1,1.3,7,1381,16,6,4,2
29362446,"austin",78759,30.3838768005371,-97.7653274536133,1.98,2,"False","True","True","True","False","False","Single Family",2,1977,680000,1,"2020-09-28",9,2020,3,2,2,3,0,13503.6,2004,1,0,1,1,1.3,7,1523,17,3,3,2
29361013,"austin",78750,30.3816299438477,-97.7910003662109,1.98,0,"True","True","False","True","False","True","Single Family",0,2001,625000,7,"2019-11-15",11,2019,7,1,2,2,0,8276,3362,1,0,1,1,2.6,7,1523,17,3,4,2
89552167,"austin",78733,30.3454551696777,-97.8712005615234,1.98,2,"True","True","True","True","False","False","Single Family",2,2009,887000,5,"2018-08-18",8,2018,4,2,0,0,0,44431.2,3990,0,1,3,0,4.46666666666667,8,1373,14,4,5,2
125738080,"austin",78759,30.393009185791,-97.7593688964844,1.98,0,"False","True","False","True","False","False","Single Family",0,2018,660000,1,"2019-03-08",3,2019,3,1,0,0,0,5445,2467,1,0,1,1,1.56666666666667,7,1523,17,3,3,1
29362511,"austin",78750,30.3855056762695,-97.8008346557617,1.98,2,"True","True","True","True","False","False","Single Family",2,1988,650000,3,"2019-06-17",6,2019,2,2,0,0,0,16552.8,2381,1,0,1,1,3.2,7,1523,17,3,3,2
58297667,"austin",78733,30.3082847595215,-97.8869705200195,1.98,4,"True","True","True","True","False","False","Single Family",4,2001,2290000,7,"2019-10-30",10,2019,3,3,2,1,0,197326.8,9593,0,1,3,0,1.93333333333333,9.33333333333333,1360,14,7,6,2
29338330,"austin",78733,30.3031349182129,-97.8902053833008,1.98,0,"True","True","False","True","False","True","Single Family",0,1992,965000,3,"2019-05-28",5,2019,3,1,0,1,0,14374.8,4480,0,1,3,0,2,9.33333333333333,1360,14,4,5,2
2094962510,"austin",78726,30.4014987945557,-97.8422241210938,1.98,0,"True","True","False","True","False","True","Single Family",0,2016,479900,2,"2019-06-10",6,2019,3,0,0,0,0,8363,2586,1,0,1,1,0.9,7,1381,16,3,3,2
29363061,"austin",78759,30.3919792175293,-97.7606582641602,1.98,4,"False","True","True","True","False","True","Single Family",4,1979,485000,4,"2019-12-05",12,2019,7,2,1,0,0,9626,1756,1,0,1,1,1.56666666666667,7,1523,17,3,3,2
94642666,"austin",78733,30.3127155303955,-97.9004821777344,1.98,2,"True","True","True","True","False","True","Single Family",2,2011,895000,5,"2020-06-24",6,2020,3,2,0,0,0,12196.8,3809,0,1,3,0,2.76666666666667,9.33333333333333,1360,14,0,0,2
29364060,"austin",78759,30.3949604034424,-97.774055480957,1.98,2,"True","True","True","True","False","False","Single Family",2,1992,650000,1,"2018-12-17",12,2018,4,2,0,0,0,15681.6,2812,1,0,1,1,2.16666666666667,7,1523,17,3,4,2
29356008,"austin",78730,30.3781623840332,-97.8212585449219,1.98,3,"True","True","True","True","False","False","Single Family",3,1996,999857,3,"2018-05-31",5,2018,7,2,0,0,0,49222.8,4218,1,0,1,1,1.4,7,1381,16,4,3,2
29363058,"austin",78759,30.3918800354004,-97.7612915039062,1.98,0,"False","True","False","True","False","True","Single Family",0,1979,343900,5,"2020-01-24",1,2020,6,1,2,1,0,13939.2,2018,1,0,1,1,1.56666666666667,7,1523,17,3,3,2
